"category","text"
"BUSINESS","Massive Insurer Convinces Judge It Isn't Too Big To Fail  |||  Because it went ​so well​ the last time we let our too-big-to-fail institutions make their own rules."
"BUSINESS","City Planner's Scathing Resignation Letter Perfectly Nails Silicon Valley Housing Crisis  |||  “A once thriving city will turn into a hollowed out museum,” attorney Kate Downing wrote."
"BUSINESS","What Chobani's Employee Stock Ownership Plan Means for the Middle Class?  |||  Last week Chobani yogurt founder Hamdi Ulukaya gave his workers a taste of capitalism by granting them a share in the value of the company."
"BUSINESS","Donald Trump Gave An Economic Policy Speech In Front Of A Wall Of Garbage  |||  What a metaphor."
"BUSINESS","Why The Best Leaders Have Conviction  |||  Conviction in a leader is an incredibly valuable yet increasingly rare trait. It's in short supply because our brains are wired to overreact to uncertainty with fear. As uncertainty increases, the brain shifts control over to the limbic system, the place where emotions, such as anxiety and panic, are generated."
"BUSINESS","The 9 Worst Mistakes You Can Ever Make At Work  |||  We've all heard of (or seen firsthand) people doing some pretty crazy things at work. Truth is, you don't have to throw a"
"BUSINESS","Uber Drivers In New York Form Labor Association  |||  The company insists drivers are independent contractors."
"BUSINESS","Google To Start Selling 2 New Watches  |||  Android Wear 2.0 refreshes Google's smartwatch offerings."
"BUSINESS","Jeff Bezos Stands Up For Diversity In Post-Election Email To Amazon Employees  |||  ""It's not only that diversity and inclusion are good for our business. It's more fundamental than that — it's simply right."""
"BUSINESS","In 8 Years, No Black Woman Listed Among 683 Panelists At Business Insider's Flagship Conference  |||  The annual gathering of media and digital industry leaders appears to have a blind spot."
"BUSINESS","John Ratzenberger - American Made  |||  At the end of the day, John Ratzenberger says that his passion in life is simple, it's America. He wants to bring back improvisation, real fame, creators, and those who are willing to fall and get back up, because these are the roots upon which America was built."
"BUSINESS","How To Ask For A Raise  |||  If you've never summoned the will to ask for a raise, you're definitely not alone."
"BUSINESS","If These Ads Work, They'll Be Irrelevant In 5 Years  |||  Elon Musk's solar panel company should be competing with other solar producers, not fossil fuel firms."
"BUSINESS","How To Run A Successful Crowdfunding Campaign (To Finance Your Dream)  |||  I am making a documentary. In India. And I have zero money. And I mean really zero -- I work at a small NGO in one of the"
"BUSINESS","No, Obama Didn't Kill Too Big To Fail  |||  Despite financial reforms, Wall Street behemoths remain big enough to jeopardize the economy if they fail, regulators said."
"BUSINESS","Alaska Air To Buy Virgin America For $2.6 Billion  |||  The move will expand Alaska Air's presence on the U.S. West Coast."
"BUSINESS","Ride-Hailing Drivers Probably Make Even Less Than They Think, MIT Paper Finds  |||  Uber called the methodology and findings of the working paper ""deeply flawed."""
"BUSINESS","An Open Letter To Brokers  |||  I come in peace. I have been hard on you in the past. At times, I was insensitive to the fact that you are husbands, wives"
"BUSINESS","Help! UPS Ruined Bridesmaid's Big Day  |||  When the UPS store slaps the wrong label on Susan Baker's package, it threatens to ruin her daughter's special day. What"
"BUSINESS","China Moves To Approve At Least 35 Trump Trademarks  |||  The approvals underline the complexities and potential concerns over conflicts of interest facing the president."
"BUSINESS","Martin Shkreli Found Guilty On Several Counts Of Fraud  |||  The trial of the so-called ""Pharma Bro"" centered around his stewardship of two hedge funds."
"BUSINESS","Our Daily Guide To The More Money, Less Stress Challenge  |||  All month long, we'll be here to demystify your financial life."
"BUSINESS","Johnson & Johnson Subpoenaed By DOJ, SEC Over Baby Powder Safety Concerns  |||  The subpoenas are related to litigation involving alleged asbestos contamination in Johnson & Johnson's Baby Powder product line."
"BUSINESS","KFC Urged To Stop Routine Use Of Antibiotics On Poultry  |||  More than 70 percent of medically important antibiotics in the United States are sold for use on livestock and poultry."
"BUSINESS","The Most Common Financial Mistakes To Avoid  |||  Take control of your money."
"BUSINESS","U.S. Corporations Have $1.4 Trillion Hidden In Tax Havens, Claims Oxfam Report  |||  US corporate giants such as Apple, Walmart and General Electric have stashed $1.4tn (£980bn) in tax havens, despite receiving"
"BUSINESS","United Airlines Defends Right To Block Girls In Leggings  |||  The young passengers had to follow a dress code because they were traveling as guests of employees, the company said."
"BUSINESS","Health Care Costs Are Still A Crushing Problem  |||  Andrew Luccock pays about $1,700 per month for health insurance for his family of 5 — and still expects to pay more than"
"BUSINESS","Amazon Gets Heat Over Holocaust Denial Books  |||  Company yanks books from countries where they're illegal following investigation."
"BUSINESS","EpiPen Maker Mylan Flees Overseas To Avoid Taxes After 2013 School Access To Emergency Epinephrine Act  |||  EpiPens have had their price increased by over 500%, sparking outrage from consumers and political figures alike. Senator"
"BUSINESS","Ocwen Financial: A Servicing Odyssey  |||  Remember that obstinate computer from Stanley Kubrick's 2001: A Space Odyssey — HAL 9000 — a machine with a will of its own"
"BUSINESS","The Age of the High-Flying Tech (HFT) Gadgeteer Is Upon Us--Flying Machines & New Wheeled Things.  |||  Put down your tablet--unless you're flying a gyrocopter or a ""drone"", or you're sailing on a fan or jet-powered hovercraft, or a two wheeled hoverboard... And look up in the sky for new high-flying tech (HFT) or down the street to see a pack of kids coming, each on some one-wheeled thing--something new is upon us."
"BUSINESS","Obama Should Price Carbon Emissions To Curb Climate Change, Report Argues  |||  When government agencies analyze energy projects, they don't consider the long-term costs of pollution."
"BUSINESS","Elizabeth Warren Just Launched A New Attack On Wall Street  |||  Financial firms are used to ""saying whatever they want,"" but Warren claims they went too far this time."
"BUSINESS","Here's How Much Less Women Make Than Men At Amazon  |||  Not much less, Amazon claims."
"BUSINESS","Thomas Piketty Feels The Bern  |||  The economist says Sanders is the only candidate who's willing to tax the rich."
"BUSINESS","Bank Of America Touts Going Green But Funnels Billions Into Fossil Fuels  |||  The bank is backing the company building the controversial Dakota Access Pipeline."
"BUSINESS","Big Companies Backing Obama's Climate Agenda Also Fund Its Enemies  |||  Some U.S. corporate giants fail to put their money where their mouths are."
"BUSINESS","Donald Trump Reportedly Wants An Ex-Goldman Exec To Be Treasury Secretary  |||  Take that, establishment!"
"BUSINESS","Volkswagen Agrees To Pay $4.3B To Resolve U.S. Emissions Troubles  |||  Prosecutors also charged six Volkswagen executives and employees, for their roles in the nearly 10-year conspiracy."
"BUSINESS","How Business Leaders Can Help Foster Mental Health In The Workplace  |||  The U.K. has a plan to bring executives into the mental health conversation. Can the U.S. do the same?"
"BUSINESS","Amazon Set To Launch Convenience Stores: Report  |||  The expansion comes less than a year after the online retailer opened a chain of brick-and-mortar bookstores."
"BUSINESS","When Companies Serve Their Customers Too Well, Nobody Wins. But You Can.  |||  Is it possible for a company to be too good? Can a business outperform its competitors, spoil its customers, dominate the"
"BUSINESS","U.S. Fourth-Quarter GDP Rose At A 0.7 Percent Rate  |||  The growth pace was in line with economists' expectations and followed a 2 percent rate in the third quarter."
"BUSINESS","How Ashton Kutcher And Guy Oseary Built A $250 Million Portfolio With Startups Like Uber And Airbnb  |||  Ashton Kutcher, one of the world's highest-paid TV actors, can obviously afford that most essential of Los Angeles celebrity"
"BUSINESS","Fossil Fuels Are A Terrible Investment, And They're Only Going To Get Worse  |||  Dirty energy stocks are tumbling."
"BUSINESS","One Map That Shows How The Middle Class Is Getting Squeezed  |||  People just aren't earning as much as they used to."
"BUSINESS","Are You A Woman? Subtract $2,400  |||  Why a salary calculator upset an awful lot of women."
"BUSINESS","5 Ways To Experience Flow And Get Crazy Productive  |||  The average person has 70,000 thoughts each day, and if you don't learn to organize them, they have the potential to wreak havoc on your productivity."
"BUSINESS","Elon Musk Biographer Calls Wall Street Cynicism 'Depressing And Ignorant'  |||  Tesla, SolarCity and SpaceX face a bevy of problems -- but now isn't the time to bet against Musk."
"BUSINESS","Expert Conversation: 'The Right To Luxury Could Constitute A Legitimate Claim'  |||  Luxury exists in most human societies throughout the world but in different forms. Gratisography/Pexels  Léa Barreau"
"BUSINESS","The Serious Price Of The Hyper-Convenient Economy  |||  Apart from sensual appeals, the chief marketing wave in our country is selling convenience. It has reached a level of frenzy"
"BUSINESS","The White House Tries To Get Tough With Dodgy Colleges  |||  The administration's ""aggressive action"" to root out wrongdoing may be little more than a branding effort."
"BUSINESS","Why Starting a Company Is a Crazy Thing  |||  Starting a company is a crazy thing. The very hubris it takes to set out on your own and believe you can create something from nothing should equally qualify and disqualify you as an entrepreneur."
"BUSINESS","Huge California Gas Leak Will Come To An End In February, Utility Says  |||  A relief well that the company began drilling in early December should reach the bottom of the 8,500-foot-deep well by late February or sooner, at which time it will be permanently taken out of service."
"BUSINESS","CEO Explains How To Defeat Donald Trump Without Stooping To His Level  |||  Taking the high road."
"BUSINESS","The Best Ways For Freelancers To Communicate With Clients  |||  As a freelancer, you must have a solid system in place for communicating with clients. Without this, you'll find it difficult"
"BUSINESS","Florida Sues Walgreens, CVS, Alleging They Added To State's Opioid Crisis  |||  The pharmacies are accused of failing to stop opioid orders that were suspicious or of an unreasonable amount."
"BUSINESS","What Firing An Employee Teaches You About Your Company's Culture  |||  By Adam Mendler I often tell people that despite going to business school for six years, the best learning experiences have"
"BUSINESS","EU Aims To Rule On Amazon's Luxembourg Tax Deal By July  |||  BRUSSELS - EU state aid regulators aim to rule on Amazon's (AMZN.O) tax deal with Luxembourg by July, two people familiar"
"BUSINESS","Wall Street Journal Vows To Fix Pay Gap For Women And Minorities  |||  Surprise! White, male journalists make more than their female coworkers or colleagues of color."
"BUSINESS","This Is Not Your Typical Sweatshirt  |||  It's supposed to be so well-made that it'll last 30 years -- or the designer will replace it for you."
"BUSINESS","2 Companies Intervene To Block Their Drugs In 'Assembly Line' Arkansas Executions  |||  Use of the drugs in the planned seven executions ""runs counter to manufacturers' mission to save lives,"" the firms say."
"BUSINESS","Exxon Shareholders Push Company To Be More Transparent About Climate Risks  |||  Meanwhile, President Donald Trump reportedly plans to pull the U.S. out of the historic Paris climate pact."
"BUSINESS","4 Attitudes Young Managers Can Learn From Older Employees  |||  Last week's column addressed “What Older Employees Can Learn From Young Executives.” Granted, all five characteristics represent"
"BUSINESS","How Much Time Do You Waste In Meetings?  |||  Meetings can be effective tools for entrepreneurs, but only if you use them effectively. Meetings are designed to gather"
"BUSINESS","Employee Wellness Programs Aren't So Voluntary Anymore  |||  Take a blood test or lose your health coverage."
"BUSINESS","Uber Vows To Repay NYC Drivers 'Tens Of Millions' After Tax Snafu  |||  The company says it miscalculated its commission for several years."
"BUSINESS","Elon Musk Predicts The Cause Of World War III (And It's Not Donald Trump)  |||  Tesla CEO issues a dire warning."
"BUSINESS","CVS Agrees To Buy Aetna In A $69 Billion Deal  |||  Aetna Inc's board of directors approved the deal on Sunday, for approximately $207 per share in cash and stock."
"BUSINESS","Facebook Finally Yanks Virtual Reality Shooting Game At CPAC, Apologizes  |||  ""Bullet Train"" featured players firing on virtual people in a train station just days after the Parkland high school shootings."
"BUSINESS","Brooklyn Pizza Restaurant Gets Threats After Video Links It To 'Pizzagate' Hoax  |||  In one call, a young employee was told: ""You are going to bleed and be tortured."""
"BUSINESS","The 10 States With The Worst Gun Violence  |||  The shooting in Orlando on Sunday, which claimed the lives of 49 people, has reignited the debate over gun control in the"
"BUSINESS","Earning Less Money Isn't A Choice That Women Just Make  |||  The pay gap is a complicated cultural stew."
"BUSINESS","Amazon And Whole Foods Disagree On Products Like Coca-Cola  |||  The companies are having disagreements over what to stock on store shelves."
"BUSINESS","10 Ways To Spot A Truly Exceptional Employee  |||  Take notice of what's not mentioned: coding skills, years of experience, business degrees, etc. These things matter, but they won't make you exceptional."
"BUSINESS","Why The Tech Industry Has The Most At Stake In This Presidential Transition  |||  On the eve of the Tech Summit in NYC tomorrow, we're still learning just how much is at stake for the technology industry"
"BUSINESS","European Shares Rise For First Time In 3 Days Since Brexit Rout  |||  British and European banking stocks, which had suffered the worst of the market rout, climbed back up."
"BUSINESS","What To Do During The Next Airline Computer Meltdown  |||  A rare look behind the curtain at Southwest's meltdown offers several important customer-service lessons."
"BUSINESS","EU Fines Truck Makers Record $3.2 Billion For Price-Fixing Cartel  |||  Daimler and Paccar are among those penalized for the practice that spanned 14 years."
"BUSINESS","Wells Fargo Faces Proposed Class Action Lawsuit Over Bogus Account Scandal  |||  5,300 employees were fired after it was revealed that the bank opened millions of accounts without customers' knowledge."
"BUSINESS","Tesla Just Unveiled The Quickest Car You Can Actually Buy  |||  A new battery upgrade extends the range of the car, too."
"BUSINESS","Twitter Cuts 9 Percent Of Workforce As Revenue Growth Slows  |||  The social network has been struggling to sign up new users amid competition from nimbler rivals such as Instagram and Snapchat."
"BUSINESS","Ex-Wall Street Banker Convicted Of Giving His Father Insider Tips  |||  “I never gave my father information so he could trade on it."""
"BUSINESS","High-Paying Job Listings Are Written To Attract Men, Study Finds  |||  Another reason there aren't enough women at the top."
"BUSINESS","Reporter Writes Glowing Article About Elon Musk But Leaves Out Key Details  |||  Recently, a major financial magazine published an article entitled “This Email from Elon Musk to Tesla Employees Describes"
"BUSINESS","Uber Says It Will Start Offering Flying Taxis In 2020  |||  Uber says the vehicles will be quiet and have zero operational emissions."
"BUSINESS","Exxon Mobil 'Misled' Public On Climate Change For 40 Years, Harvard Study Finds  |||  Researchers found a ""systematic, quantifiable discrepancy"" between what the oil giant said about climate change in private versus what it told the public."
"BUSINESS","Apple, Amazon, YouTube Urged To Pull NRA TV Channel  |||  “It's time for tech leaders to acknowledge their role in helping the NRA spread this dangerous content and cut it out."""
"BUSINESS","8 Powerful Habits Of Profoundly Influential People  |||  Influential people have a profound impact on everyone they encounter. Yet, they achieve this only because they exert so much"
"BUSINESS","Las Vegas Sands Pays $9 Million To End SEC Probe Into China, Macau  |||  In a statement, Adelson said Las Vegas Sands was pleased to settle, and is committed to a ""world class"" compliance program."
"BUSINESS","Vegas ATM Steals $600 - Can You Get it Back?  |||  Lisa Selle has $600 sucked out of her debit card in Las Vegas. Why won't American Express cover her loss? Question: On a"
"BUSINESS","11 Ways To Involve Employees In Creating Company Culture  |||  There are a lot of different ways to create a company culture. One of them is getting employees involved in the process. This"
"BUSINESS","Uber Fires 20 After Harassment Probe  |||  The firings come after an investigation into 215 HR claims."
"BUSINESS","How To Write A Thank You That Gets You Hired  |||  Have you ever had these challenges when thanking an employer? Have you ever had challenges when you go to a job interview"
"BUSINESS","The Dangers Of DIY Legal  |||  Raise your hand if you have used a DIY contract template in your business. Raise your hand again if you think you are legally"
"BUSINESS","Adapting Change to Fit Complexity  |||  Companies work hard to adapt to changing market conditions yet most achieve only incremental change. Worse, people become burnt out by one change initiative after another and are left wondering, ""What was the purpose?"""
"BUSINESS","3 More Starbucks Stores Vote To Unionize In Another Victory For Labor Campaign  |||  That makes six union Starbucks stores with more than a hundred others seeking elections."
"BUSINESS","Should These Anti-Consumer Laws Be Repealed Now?  |||  Some rules and regulations work as intended. Some don't. Last week, I took a hard look at new laws that needed to be passed"
"BUSINESS","Sanders And Trump Have Something In Common, Bloomberg Says  |||  ""I'm not trying to knock Donald Trump, but..."""
"BUSINESS","Purdue Pharma: You Can't Wash Away Your Part In The Opioid Crisis  |||  Company complicit in hundreds of thousands of deaths claims “This is our fight, too.”"
"BUSINESS","John Green Cares More About Loving His Work Than Finding An Audience  |||  The celebrated author of ""The Fault In Our Stars"" explains what motivates him to keep writing."
"BUSINESS","Corporations Are Trying To Sell The GOP's Narrative On Tax Cuts  |||  Bonuses for workers are smart PR, but they don't mean Republicans' trickle-down fantasies are coming true."
"BUSINESS","California Reaches Deal For $15 Minimum Wage  |||  The proposal would give California the highest statewide minimum wage."
"BUSINESS","T-Mobile Agrees To Acquire Sprint For $26 Billion  |||  U.S. regulators are expected to grill the companies on how they will price their combined wireless offerings."
"BUSINESS","'He Was Masturbating… I Felt Like Crying': What Housekeepers Endure To Clean Hotel Rooms  |||  Low-wage workers have been fighting sexual harassment for years. The national conversation is finally catching up with them."
"BUSINESS","6 Ways To Score Shopping Deals When You Left All Your Coupons At Home  |||  There's a reason you have a smartphone."
"BUSINESS","The Drunkest Cities In America  |||  Alcohol poisoning and alcohol-related liver diseases are major contributors to the recently identified spike in mortality"
"BUSINESS","Betcha Didn't Know Travel Insurance Covered That  |||  Betsy Donley recommends travel insurance for all the reasons you'd imagine -- and a few you might not. It's commonly known"
"BUSINESS","PwC and The Huffington Post Ask: What's Your Purpose? A Red Carpet Event  |||  We're just a few days away from the 89th Academy Awards, an evening in which years of hard work culminate in dreams coming"
"BUSINESS","Dr. Bronner's Just Made A Dank Donation In Fight For Legal Weed  |||  It plans to give over half a million to nonprofits campaigning for this change."
"BUSINESS","Alaska Airlines Cancels Dozens Of Flights As Pilots Picket  |||  More than 100 Alaska Airlines flights were canceled by the airline, including 66 in Seattle, 20 in Portland, Oregon, 10 in Los Angeles and seven in San Francisco."
"BUSINESS","Popular Mall Stores Accused Of Screwing Over Workers  |||  American Eagle, Payless, Disney and Forever 21 are some of the stores involved in the probe."
"BUSINESS","Uber, Waymo Reach Settlement In Bitter Legal Dispute  |||  Uber had been accused of stealing trade secrets from Waymo."
"BUSINESS","Like Prince, A Majority Of Americans Don't Have A Will  |||  If this is you, here's why you need to change that."
"BUSINESS","The Stock Market Trick Energy Companies Are Using To Survive Plummeting Oil Prices  |||  Energy companies that issued new share offerings this year have done better than average."
"BUSINESS","10 Things Smart People Won't Say  |||  There are some things you simply never want to say at work."
"BUSINESS","Why It Should Matter That Hillary Clinton Was A Breadwinner  |||  She may be the first U.S. president to truly understand working mothers."
"BUSINESS","Bank Of America's Poorest Customers To Be Charged For Checking  |||  People who once had free accounts may now have to pay $12 a month."
"BUSINESS","New Export Opportunities And Investment Strengthen Louisiana-China Ties  |||  By Sarah Wang, Project Assistant, East-West Center in Washington.  Note: this article originally appeared in the East-West"
"BUSINESS","World's Biggest Green Energy Company Files For Bankruptcy  |||  This is one of the largest bankruptcies involving a non-financial company."
"BUSINESS","Is The #MeToo Movement Just For Outing Celebs And Politicians, Or Are Everyday Bosses Next?  |||  Now that the Angelina Jolies and the Ashley Judds and the Minka Kellys and the Reah Bravos (Charlie Rose) and the Megyn Kellys"
"BUSINESS","Major Wall Street Bank Is Giving Its Low-Wage Workers A Raise  |||  ""Wages for many Americans have gone nowhere for too long,"" JPMorgan Chase CEO Jamie Dimon says."
"BUSINESS","Soon You'll Be Able To Drink Wine And Beer At Some Barnes & Noble Stores  |||  The retailer hopes in-store restaurants will ""create a better bookstore"" and keep customers there longer."
"BUSINESS","Wells Fargo CEO Stumpf To Forfeit $41 Million As Probe Launches After Fake Account Scandal  |||  The announcement comes after Wells Fargo was hit $185 million in fines over a fake-account scandal."
"BUSINESS","Secret Fine Print Lets Wall Street Enrich Itself With Retirees' Savings  |||  Diane Bucci and her fellow retired Rhode Island schoolteachers were angry about a deal last year to cut their promised retirement"
"BUSINESS","Thanks, Obama, For Confirming That It's Totally Fine For Powerful Men To Cry  |||  Finally, in 2016, crying is not a sign of weakness."
"BUSINESS","You Probably Don't Know These Consumer Laws -- But You Should  |||  It might be a stretch to say that American consumers are legally illiterate. After all, don't we watch Law & Order? In fact"
"BUSINESS","Even Tesla Fanatics Are Shocked By Model 3 Preorders  |||  ""That legitimately surprised us."""
"BUSINESS","Boss Of Coal-Hauling Railroad Says 'Fossil Fuels Are Dead'  |||  As President Donald Trump works to reverse coal's decline, the CEO of CSX Corp. said his company will stop new investments in transporting the energy source."
"SPORTS","Ryan Lochte Doesn't Know What Yom Kippur Is Because He's Ryan Lochte  |||  Uh no, it isn't Canadian Thanksgiving, bro."
"SPORTS","Racism, Misogyny, Homophobia And The Kaepernick Boycott: Hold On Just One Second  |||  Fans have witnessed the NFL allowing worse things than this over and over and over, and the truth is that most fans and players, including Kaepernick, have let those injustices slide."
"SPORTS","Russell Westbrook Withdraws From Olympics In Brazil  |||  Several other American basketball stars have opted out of the Olympics, but none so far have cited Zika as their reason."
"SPORTS","USA Gymnastics Cuts Ties With Training Center Where Athletes Say Nassar Abused Them  |||  Karolyi Ranch in Texas served as the USA Gymnastics national team training center for years."
"SPORTS","Tatum's Layup At Buzzer Gives Celtics 115-114 Win Over Nets  |||  Jayson Tatum made a layup at the buzzer on a pass from Marcus Smart to give the Boston Celtics a dramatic 115-114 victory over the Brooklyn Nets in the Game 1 of their first-round playoff series"
"SPORTS","Brazilian Police Arrest Olympics Official For Scalping Tickets  |||  Patrick Hickey is the head of the European Olympics Committee."
"SPORTS","Lemi Berhanu Hayle, Atsede Baysa Win The 2016 Boston Marathon  |||  The race is the world's oldest annual marathon."
"SPORTS","Japanese Gymnast Racks Up A $5,000 Pokémon Go Bill In Rio  |||  Which is particularly strange given that there are no Pokémon in Rio."
"SPORTS","A World Cup Bandwagoner's Guide To Mexico, America's Team  |||  Here's how to sound knowledgeable about your new favorite team."
"SPORTS","Usain Bolt Has Never Run A Full Mile, According To His Agent  |||  No, seriously."
"SPORTS","People Are In Love With This Bicycling, Gold Medal-Winning Couple  |||  Laura Trott and Jason Kenny are cruising through life on a bicycle built for two."
"SPORTS","Pete Rose To Enter Cincinnati Reds' Hall of Fame  |||  Rose is the league's all-time leader in hits."
"SPORTS","Oregon Heads To The Final Four For The First Time Since 1939  |||  Oregon shot 51 percent for the game while holding Kansas to 35 percent shooting."
"SPORTS","Trump Administration's 'Alternative Facts' Inspires Baseball Team's Pig Mascot Name  |||  ""Alternative Fats will enter the field each game like no other pig before him."""
"SPORTS","Shaun White Makes History With Gold Medal Win In Halfpipe  |||  He became the first person to win three gold medals in Olympic snowboarding competitions."
"SPORTS","Lilly King Says The Best Part Of Winning Gold Was Doing It Clean  |||  King is becoming the conscience of Rio."
"SPORTS","NBA Free Agency Winners And Losers  |||  The NBA's ""second season"" trumps all."
"SPORTS","Barcelona Win La Liga With Win At Granada, Real Madrid Finish Second  |||  Barcelona have been crowned Primera Division champions for the 24th time after a Luis Suarez hat trick saw them to a 3-0"
"SPORTS","Seattle Seahawks Play Freezing Playoff Game Against Minnesota Vikings  |||  Seattle Seahawks vs. Minnesota Vikings"
"SPORTS","Aaron Hernandez Had CTE, Boston University Test Confirms  |||  The neurodegenerative disease has been linked to depression, memory loss and dementia."
"SPORTS","Colin Cowherd Likens Cam Newton To Donald Trump In Problematic Segment  |||  Uh-oh."
"SPORTS","Leicester City Draw At Manchester United To Move To Brink Of Title  |||  Leicester City must wait at least one more day for their first-ever Premier League title."
"SPORTS","Kobe Bryant Told Jordan Clarkson To Stop Playing 'Like A Light-Skinned Dude'  |||  So he rose up for the greatest dunk of the Lakers' season."
"SPORTS","Black Cat Runs Onto Hockey Rink, Likely Dooming San Jose Sharks  |||  How's this for an omen."
"SPORTS","All This 108-Year-Old Wants Is To See The Cubs Win The World Series  |||  The team hasn't won the championship since 1908."
"SPORTS","A Brief History of The 2016 Presidential Candidates Playing Sports  |||  Were they really playing for the love of the game?"
"SPORTS","Yao Ming Has Doubters, But He's Unquestionably A Hall Of Famer  |||  The dominant ""Great Wall Of Yao"" provided a bridge to the NBA's future."
"SPORTS","FBI Monitored Muhammad Ali Over Muslim Ties  |||  The FBI has been criticized for monitoring public figures, including civil rights leader Martin Luther King Jr and rock singer John Lennon, in the turbulent 1960s and 1970s."
"SPORTS","Rio: The Olympics For Climate Action  |||  Now the games have begun! Directed by Brazilian filmmaker Fernando Meirelles, known for City of God and supporter of the World Bank Group's Connect4Climate program, the opening ceremony put climate change front and center."
"SPORTS","A Kitten's Scramble Was The Best Play On Thursday Night Football  |||  This tailback must have been chasing a Raven."
"SPORTS","Duke Student Goes Undercover To Dupe UNC Students Into Praising Hated Rivals  |||  Poor, poor kids."
"SPORTS","Pity The Fools Who Don't Love Mr. T's Inspirational Olympics Tweets  |||  ""You heard me, curling Fool!"""
"SPORTS","Hope Solo Stars As U.S. Women's Soccer Beats France At Olympics  |||  Solo kept France scoreless as the Americans earned their second victory in Rio."
"SPORTS","Cardale Jones Just Tore Into The NCAA For Exploiting Its Athletes  |||  ""It's deeper than athletes thinking we should get paid."""
"SPORTS","NFL Pledges Donations To Military Nonprofits In Hashtag Campaign  |||  League leadership has spoken out against ongoing kneeling protests during the national anthem."
"SPORTS","Lawsuit Claims James Harden Paid For Assault Of NBA Legend's Son  |||  Houston, we have a problem."
"SPORTS","NBA Players Mourn The Loss Of 'Angel' Ingrid Williams One Day After Her Death  |||  Rest in peace, Ingrid."
"SPORTS","Shaun White Called Out By Accuser's Lawyer For Minimizing Sexual Harassment  |||  ""Hopefully, before our country declares someone 'the best of the U.S.,' there will be investigation and due diligence."""
"SPORTS","These 2 High School Superstars Are Excelling On And Off The Court  |||  Hoops and academics share equal importance for Wendell Carter Jr. and Evina Westbrook."
"SPORTS","Former NFL Player Lawrence Phillips Dead At 40  |||  Prison authorities are investigating the circumstances of his death."
"SPORTS","Serena And Venus Williams On A U.S. Open Collision Course  |||  Serena's trying to break her own shared record for grand slam titles."
"SPORTS","Jose Altuve Knocks One Out Of The Park For Young Cancer Patient  |||  Shades of the Babe."
"SPORTS","Patriotism And Protests Part Of Super Bowl Kickoff  |||  Close to 500 demonstrators are reportedly gathering at a park nearly two miles from the stadium with plans to march on the Super Bowl."
"SPORTS","High Winds Cause Chaos On Penultimate Day Of Winter Olympics  |||  Beijing Games organizers closed the ski slopes, then shortened the cross-country course by 40%."
"SPORTS","Polish And Irish Soccer Fans Shame Hooligans With Heartwarming Embrace  |||  This is what sport is all about."
"SPORTS","Here's What It Was Like To Watch Brazil Win Soccer Gold In Rio  |||  Brazil's first gold medal in men's soccer helped avenge a devastating World Cup defeat two years ago."
"SPORTS","Mikaela Shiffrin Jokes About Going Through With ‘A Really Bad Idea' In Beijing  |||  The U.S. skier laughed at the thought of entering six Alpine events at the 2022 Winter Olympics, which she confirmed Tuesday she's intending to do."
"SPORTS","Soccer Player Punished For Giving Middle Finger Files Lawsuit Against UConn  |||  Noriana Radwan's lawyer said male student-athletes often receive more lenient punishments for more serious misconduct."
"SPORTS","Turns Out, Michael Phelps Was Listening To Future During 'Angry Face'  |||  ""Stick Talk,"" to be exact."
"SPORTS","The Coolest Part Of This Clippers Game-Winner Isn't Even The Shot  |||  Now that was definitely Chris, not Cliff, Paul."
"SPORTS","Don't Try To Stop Laura Muir From Taking Her Victory Lap  |||  Let her have her moment in the sun!"
"SPORTS","Video Shows NFL Player Hopping Into Stands To Stop Fighting Fans  |||  D.J. Moore's cameo took place during ""Fan Fest,"" an event organized by the Carolina Panthers."
"SPORTS","Fans Had Absolutely Zero Chill About America's Nail-Biting Hockey Win Over Canada  |||  ""Raise your hand if you're too pumped to go to sleep."""
"SPORTS","#117-Ranked Denis Istomin Defeats 6-Times Champion Novak Djokovic In Australian Open Upset  |||  The 30-year-old played the match of his life to hand Djokovic only his second defeat in 41 matches at Melbourne Park since 2011."
"SPORTS","Queen Laurie Hernandez Snags Silver Medal In Beam Final  |||  This girl is GOLDEN to us. 🙌"
"SPORTS","Marv Albert On The Knicks, Brad Stevens And The State Of The NBA  |||  ""It can give you the chills sometimes,"" he said of his decades covering the NBA."
"SPORTS","NFL Rookie John Metchie III Diagnosed With Leukemia, Will 'Likely' Miss Season  |||  ""I cannot wait to come back stronger than ever,"" the Houston Texans receiver said."
"SPORTS","Grandpa Deserves Gold For Best Olympic Celebration After Usain Bolt's Win  |||  This is how you do it!"
"SPORTS","F.C. Barcelona 1 - 0 Manchester United  |||  United only got the ball out of their half infrequently, typically on a counter attack, but they all came to nought... ...as"
"SPORTS","Panthers Quarterback Cam Newton Wins NFL MVP  |||  Did you expect anything else?"
"SPORTS","Ezekiel Elliott Donates His Entire Being To The Salvation Army After TD  |||  Now that's giving generously."
"SPORTS","Kody Clemens, Roger Clemens' Son, Set To Make Major League Debut With Detroit Tigers  |||  ""I don't have to live up to what he did,"" Kody Clemens said of his pitching great pop after being called up from the minors."
"SPORTS","The First Ad On An NBA Jersey Doesn't Look Bad At All  |||  So far, the ads look nothing like NASCAR."
"SPORTS","The 'Lion King Cam' Is A Sports Thing Now And It Is Glorious  |||  Move over, kiss cam. There's a new schtick in town."
